SampleName,Date,Month,MonthYear,StartTime,EndTime,StartTimeEpoch,EndTimeEpoch,SampleLabel,BottleNumber,SampleID,Site,SampleDepth,Season,TideDirection,TideType,SamplingDirection,Depth,Pressure,Latitude,Longitude,Distance,Tide,vvhA,TotalProkaryotes,LabChla,Rainfall,Rainfall_5Day,AirTemp,AirTemp_Max,Discharge,Discharge_3Day,TotalN,NOx,NH3,TDN,PON,DON,TotalP,Phosphate,DOP,Silicate,DOC,POC,TOC,ChlorophyllRaw,Chlorophyll,LabpH,LabConductivity,LabSalinity,Conductivity,Density,Salinity,WaterTemp,O2Sat,O2ConcentrationRaw,O2Conc,TurbidityRaw,Turbidity,M:C,BIX,HIX,FI,UVHumic-like,MarineHumic-like,VisibleHumic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,FulvicAcid-like,OpticalBrighteners,DieselBandII,Petroleum-like,Lignin-like
156-Jan-S3-B,2019-01-20,January,19-Jan,10:47:45 AM,10:48:58 AM,1548017265,1548017338,S7-B,19,156,7,Bottom,Rainy,Ebb,HL,Offshore-Back,1.504561032,118.7316216,21.27813177,-157.8209333,505.3371618,0.051083333,NA,2507.24,25.509,0,0.3048,24.2,28.9,0.35679168,0.377557333,17.90261708,6.912668687,1.144635906,19.36473947,29.91871747,9.845312487,0.797339381,0.185988096,0.611351285,93.78375399,171.3572023,247.1233983,418.4806006,1372.587302,16.02750635,8,56.8,37.05488685,51.82101351,1021.885574,33.42622973,25.87356081,50.47354386,128.1671404,4.101348491,495.4285714,2.717114286,1.045674302,0.751552824,2.838275153,1.430878973,0.094811837,0.09763702,0.093372305,0.114080465,0.089878005,0.04094689,0.108329681,0.079058374,0.163801094,0.152949783,0.097380282
157-Jan-S3-M,2019-01-20,January,19-Jan,10:50:09 AM,10:51:29 AM,1548017409,1548017489,S7-M,20,157,7,Pycnocline,Rainy,Ebb,HL,Offshore-Back,0.617225363,109.8181543,21.27812137,-157.8211263,518.7409994,0.051916667,1.589638127,3677.33,7.6045,0,0.3048,24.2,28.9,0.35679168,0.377557333,13.90014294,1.165578169,0.264711795,17.78729479,21.49391531,12.46985298,0.418555373,0.280782923,0.13777245,15.73311901,146.2947544,170.1913833,316.4861377,381.5797101,4.036314493,7.97,56,35.89758552,50.4507037,1020.457623,31.86687654,26.68915432,75.79598413,189.6833651,6.069867683,349.2173913,1.825226087,1.169000067,0.702737847,2.316791215,1.396822666,0.09524223,0.100331314,0.085826611,0.142346065,0.157306806,0.032952125,0.09104647,0.068466891,0.134137099,0.131235098,0.089978406
158-Jan-S3-S,2019-01-20,January,19-Jan,10:53:16 AM,10:54:50 AM,1548017596,1548017690,S7-S,21,158,7,Surface,Rainy,Ebb,HL,Offshore-Back,0.258999235,106.2197,21.27816302,-157.8210767,518.2890916,0.052555556,NA,4685.86,7.915714286,0,0.3048,24.2,28.9,0.35679168,0.377557333,15.7627926,2.761406908,0.123932024,18.52248394,16.72668896,12.87745367,0.426012504,0.243382139,0.182630365,27.25071038,130.6411324,114.540725,245.1818574,272.6493506,2.718257143,7.97,54.8,34.83109604,49.58232105,1019.842263,31.12681579,26.87675263,82.21116438,204.9322055,6.557830575,354.8181818,1.859390909,1.188686588,0.699388595,2.990218164,1.430409141,0.097946402,0.103319012,0.086918632,0.102955715,0.11001741,0.033558158,0.074655492,0.069402666,0.09823148,0.123559355,0.097073199
159-Jan-S1-B,2019-01-20,January,19-Jan,11:02:11 AM,11:03:49 AM,1548018131,1548018229,S8-B,22,159,8,Bottom,Rainy,Ebb,HL,Offshore-Back,0.961459431,113.2760556,21.27503955,-157.8180535,57.07039381,0.0435,NA,3708.73,31.02947368,0,0.3048,24.2,28.9,0.35679168,0.377557333,25.47349913,4.260721667,0.101962563,21.5917202,31.2447874,21.1108149,1.000020375,0.13339613,0.866624245,30.33724648,168.692756,255.4540383,424.1467943,1351.173077,15.76839423,7.9,55.8,35.85699207,51.89288889,1021.427348,33.05780808,26.45472727,28.76802597,72.2555974,2.312179117,1104.615385,6.433153846,1.186581022,0.707499624,1.789978736,1.441910633,0.097922205,0.103413208,0.087152252,0.201289401,0.213442742,0.046218335,0.070946093,0.069635816,0.090788712,0.12413655,0.127822587
160-Jan-S1-M,2019-01-20,January,19-Jan,11:05:08 AM,11:06:58 AM,1548018308,1548018418,S8-M,23,160,8,Pycnocline,Rainy,Ebb,HL,Offshore-Back,0.4689657,108.3288559,21.27515958,-157.8179449,53.22932028,0.047694444,NA,4056.04,12.51263158,0,0.3048,24.2,28.9,0.35679168,0.377557333,11.52628877,3.994571647,0.565814723,14.06138473,20.08129876,6.9659024,0.359089534,0.329819507,0.029270027,32.74544879,140.7160699,152.5155221,293.231592,1010.921348,11.65134831,7.82,57,36.27408503,52.43581081,1021.22718,33.03301351,27.03092793,35.10803529,87.31482353,2.794074353,900.494382,5.18801573,1.172538792,0.699940346,2.466269333,1.436367374,0.095538119,0.101435997,0.086509715,0.127405574,0.146635206,0.038650966,0.064936515,0.067986959,0.076934561,0.115015849,0.098497692
161-Jan-S1-S,2019-01-20,January,19-Jan,11:08:08 AM,11:09:59 AM,1548018488,1548018599,S8-S,24,161,8,Surface,Rainy,Ebb,HL,Offshore-Back,0.21150384,105.7425991,21.27522965,-157.8180418,65.68708414,0.047,NA,4166.22,3.356111111,0,0.3048,24.2,28.9,0.35679168,0.377557333,31.30985951,1.251199729,0.870691546,25.90292648,25.28603547,29.18796824,0.879559029,0.26194401,0.617615019,20.31480606,153.5387177,195.3330744,348.8717921,752.8,8.52808,7.83,56.1,35.57602909,51.90110714,1020.88329,32.60562946,27.101625,42.2835814,105.0636163,3.362035721,593.2,3.31352,1.176498824,0.703106313,2.413464218,1.462931669,0.095392853,0.101394696,0.086183423,0.132658962,0.139335782,0.030534699,0.062036368,0.068121016,0.071368135,0.112018008,0.104057939
174-Feb-S17-B,2019-02-18,February,19-Feb,8:29:02 AM,8:30:50 AM,1550514542,1550514650,S1-B,1,174,1,Bottom,Rainy,Ebb,HL,Offshore-Back,7.63190531,180.1930413,21.277492,-157.846181,4106.246925,0.055083333,NA,106.96,0.233076923,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,6.880131786,0.379750468,0.007777269,6.009992862,0.834521257,6.492604049,0.383944841,0.031957378,0.351987463,1.061079965,128.2264779,14.30206214,142.52854,70.69565217,0.274617391,8.01,56.1,38.74824027,50.01997706,1023.135509,34.04707339,23.26237156,95.52002381,254.4744643,8.143182857,78.26086957,0.172391304,2.000512619,0.632286538,0.529872872,1.629412099,0.017050653,0.024349581,0.012171671,0.053237885,0.093016639,0.037387155,0.006526273,0.009717133,0.005018154,0.015970468,0.036952791
175-Feb-S17-M,2019-02-18,February,19-Feb,8:35:15 AM,8:36:30 AM,1550514915,1550514990,S1-M,2,175,1,Pycnocline,Rainy,Ebb,HL,Offshore-Back,4.110027194,144.8150592,21.277492,-157.846181,4106.246925,0.046138889,NA,181.4,0.145762712,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,5.96037854,0.458693109,6.82E-05,5.352605282,0.610422155,5.501617231,0.321103177,0.021053751,0.300049426,0.509716309,87.84346378,18.66252591,106.5059897,67.97014925,0.241638806,8.04,55.9,38.59326702,50.016625,1023.134414,34.04530921,23.26145395,94.69569492,252.2841017,8.073091254,80.19402985,0.184183582,1.322730906,1.051577764,0.252968162,1.669903819,0.008162092,0.010213785,0.007721741,0.056414182,0.110500531,0.034975081,0.004278859,0.006279759,0.003465359,0.010597589,0.039550087
176-Feb-S17-S,2019-02-18,February,19-Feb,8:38:32 AM,8:39:24 AM,1550515112,1550515164,S1-S,3,176,1,Surface,Rainy,Ebb,HL,Offshore-Back,0.266013566,106.2011604,21.277492,-157.846181,4106.246925,0.043666667,22.91836457,355.979592,0.132727273,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,8.283785059,1.261174414,0.592027548,11.44182727,0.837944848,6.430583097,0.324846097,0.047780935,0.277065162,11.50158074,95.08742714,21.18724839,116.2746755,74.73333333,0.323473333,8.01,51.3,35.09098394,45.71746226,1020.726877,30.83695283,23.18687736,79.157,211.2809268,6.760989659,155.3777778,0.642804444,1.246454403,0.733468048,1.387485833,1.525879868,0.046016777,0.051118725,0.041011308,0.06577441,0.110564648,0.026710444,0.02014758,0.033278696,0.014955727,0.048241424,0.069074515
177-Feb-S13-B,2019-02-18,February,19-Feb,9:13:30 AM,9:15:13 AM,1550517210,1550517313,S2-B,4,177,2,Bottom,Rainy,Ebb,HL,Offshore-Back,4.788577552,151.6312356,21.28505162,-157.8447563,3510.475195,-0.005875,3.527718253,189.82,0.24,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,6.125968444,0.363015679,0.290624263,5.855103498,1.499282486,5.472328502,0.457818271,0.06094507,0.396873201,1.812249715,81.36552873,26.69702848,108.0625572,83.47674419,0.429268605,8.02,55.8,38.26104328,50.2930625,1023.054861,34.04514423,23.53508173,87.795525,232.740375,7.447692,448.0232558,2.42794186,1.284621311,0.746775085,0.63923305,1.57788368,0.019754513,0.022649547,0.017631303,0.046801806,0.083342445,0.030397937,0.009209225,0.014023984,0.007313947,0.021637459,0.044565007
178-Feb-S13-M,2019-02-18,February,19-Feb,9:19:45 AM,9:21:57 AM,1550517585,1550517717,S2-M,5,178,2,Pycnocline,Rainy,Ebb,HL,Offshore-Back,1.962938876,123.2471203,21.28505162,-157.8447563,3510.475195,-0.01175,37.60897139,309.74,0.627631579,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,6.744571139,0.540264252,0.426999357,7.180585296,2.766533159,5.77730753,0.367397193,0.084126358,0.283270835,6.104286979,84.17985012,29.55697836,113.7368285,156.853211,1.317123853,8.03,55.7,37.77428566,50.46652256,1022.725068,33.80007895,24.02763534,76.8191165,201.7810194,6.456992621,314.1926606,1.611575229,1.163943792,0.685493046,0.906736748,1.521614036,0.028082623,0.030273462,0.026009385,0.049226431,0.112003242,0.038955392,0.013733666,0.020792108,0.010996768,0.031809727,0.045071138
179-Feb-S13-S,2019-02-18,February,19-Feb,9:23:43 AM,9:26:45 AM,1550517823,1550518005,S2-S,6,179,2,Surface,Rainy,Ebb,HL,Offshore-Back,0.352248971,107.0674126,21.28505162,-157.8447563,3510.475195,-0.015416667,59.2210906,897.469388,0.42173913,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,28.34418676,7.852403107,2.932371524,32.03426124,4.34077977,17.55941213,0.387884757,0.282120268,0.105764489,120.8031025,118.9841799,48.19512125,167.1793012,105.3398693,0.693812418,8.02,25.8,16.57412826,29.27348361,1012.015541,19.11640164,22.70043443,67.64604965,181.971156,5.823076993,401.4117647,2.143611765,1.132167593,0.620991952,3.771273237,1.469000461,0.176514001,0.178686711,0.157827085,0.107809115,0.10972255,0.028552711,0.078079842,0.124577849,0.057645624,0.194726515,0.155170479
180-Feb-S11-B,2019-02-18,February,19-Feb,9:38:45 AM,9:41:20 AM,1550518725,1550518880,S3-B,7,180,3,Bottom,Rainy,Ebb,HL,Offshore-Back,3.142903898,135.100109,21.28770553,-157.8407364,3026.64877,-0.021666667,NA,110.122449,0.185,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,6.159429616,0.425749232,0.551435661,7.040685225,1.979211536,5.182244723,0.288992859,0.05013009,0.238862769,1.372170467,85.67860117,25.81957014,111.4981713,70.5234375,0.272533594,8.01,56,38.38905491,50.43531731,1023.095215,34.11666667,23.58262179,83.44344167,221.011625,7.072372,2083.703125,12.40558906,1.166339751,0.798522327,0.877716659,1.58747861,0.021291123,0.023032537,0.019747708,0.045811858,0.077506317,0.017901249,0.011455687,0.016086113,0.009925888,0.024914597,0.041283729
181-Feb-S11-M,2019-02-18,February,19-Feb,9:42:36 AM,9:44:25 AM,1550518956,1550519065,S3-M,8,181,3,Pycnocline,Rainy,Ebb,HL,Offshore-Back,0.911641795,112.6866273,21.28770553,-157.8407364,3026.64877,-0.0235,29.06676218,201.693878,0.375,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,7.62571534,0.854545335,1.09372962,8.886509636,2.292553643,5.677440385,0.285446934,0.094764043,0.190682891,11.8531383,85.26228143,25.97221181,111.2344932,83.2967033,0.42709011,7.97,54.4,36.67017395,49.09897273,1021.828427,32.66986364,24.17015455,58.82195294,154.0746118,4.930387576,1932,11.4802,1.150762472,0.686325555,1.579338358,1.487884312,0.04044627,0.041942736,0.036447779,0.050146093,0.057629638,0.032342144,0.01981549,0.028888864,0.016023726,0.044657687,0.063360753
182-Feb-S11-S,2019-02-18,February,19-Feb,9:47:31 AM,9:48:31 AM,1550519251,1550519311,S3-S,9,182,3,Surface,Rainy,Ebb,HL,Offshore-Back,0.335518587,106.8993525,21.28770553,-157.8407364,3026.64877,-0.032958333,29.74292727,637.64,0.541752577,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,35.16854993,6.020600875,2.724773018,30.55674518,3.590118607,26.42317604,0.926077321,0.271482583,0.654594738,157.7419382,110.0749376,36.71488161,146.7898192,78.8627451,0.373439216,7.93,25.7,16.61586033,16.26236,1005.30823,10.09246,22.35207,66.86878723,181.5516596,5.809653106,2018.941176,12.01054118,1.092310969,0.606161478,4.816450757,1.473594566,0.179503857,0.177190042,0.162215749,0.083055135,0.073473744,0.029721466,0.081120618,0.126276669,0.060217623,0.195193479,0.169925466
183-Feb-S9-B,2019-02-18,February,19-Feb,10:17:45 AM,10:21:45 AM,1550521065,1550521305,S4-B,10,183,4,Bottom,Rainy,Ebb,HL,Offshore-Back,1.026549987,113.8409034,21.28882251,-157.8352112,2441.259887,-0.016791667,28.63437355,402.06,1.174,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,32.90520193,1.810793939,7.725352324,28.81513205,5.989197233,23.36905567,1.065747353,0.108415738,0.957331615,15.67727522,128.05995,56.84745916,184.9074092,NA,NA,7.73,50.5,33.30141266,47.51737768,1020.500845,31.13222532,24.73927253,31.21987097,80.96913441,2.591012301,NA,NA,1.118752446,0.603331159,3.732287256,1.529027667,0.1721524,0.171574304,0.153362171,0.099185929,0.101321072,0.052825474,0.077523273,0.12131196,0.060576211,0.182951483,0.138758879
184-Feb-S9-M,2019-02-18,February,19-Feb,10:22:30 AM,10:25:20 AM,1550521350,1550521520,S4-M,11,184,4,Pycnocline,Rainy,Ebb,HL,Offshore-Back,0.546867155,109.0223918,21.28882251,-157.8352112,2441.259887,-0.024958333,213.7187805,1636.78,1.318817204,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,38.34049746,2.735325299,8.162039157,33.07637402,4.950012018,27.443133,0.981039153,0.131198114,0.849841039,37.55224887,131.8900916,46.10703604,177.9971276,NA,NA,7.7,46.8,30.87078897,39.27740643,1016.332912,25.43616082,24.31120175,27.10422137,70.53200763,2.257024244,NA,NA,1.122878244,0.620765271,4.323353954,1.517380969,0.190028345,0.191075306,0.17016565,0.088882719,0.089771858,0.037394081,0.08453293,0.133329031,0.065663313,0.201157484,0.155144247
185-Feb-S9-S,2019-02-18,February,19-Feb,10:26:10 AM,10:28:48 AM,1550521570,1550521728,S4-S,12,185,4,Surface,Rainy,Ebb,HL,Offshore-Back,0.304241079,106.5851635,21.28882251,-157.8352112,2441.259887,-0.026583333,333.0540733,1419.428571,0.816836735,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,39.15300335,7.922145996,6.979348495,39.16488223,4.287743927,24.25150886,0.448165476,0.277377633,0.170787843,104.8691987,129.641965,34.70714803,164.349113,NA,NA,7.73,26.2,16.87411314,13.15591195,1003.654277,7.982528302,22.61901887,62.47143902,168.2877561,5.385208195,NA,NA,1.129319641,0.60030937,3.691025412,1.480546365,0.222149693,0.222234393,0.196786087,0.119420599,0.206127261,0.054580013,0.099982377,0.15281918,0.079785401,0.24088372,0.20962708
186-Feb-S7-B,2019-02-18,February,19-Feb,10:44:10 AM,10:48:10 AM,1550522650,1550522890,S5-B,13,186,5,Bottom,Rainy,Ebb,HL,Offshore-Back,0.872144538,111.6658693,21.28706725,-157.8314436,1980.492698,-0.021258333,27.02317639,1644.265306,0.524193548,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,22.25339545,1.497213789,10.67757635,32.4054247,6.645887791,10.07860531,0.426889929,0.088381432,0.338508497,14.94886819,157.7019151,55.74739336,213.4493085,49.08121827,0.013082741,7.6,50.2,32.64993358,48.92010581,1020.762952,31.71462448,25.32434855,20.40104839,52.30939785,1.673900731,84.0964467,0.207988325,1.135214275,0.600059131,3.675868742,1.50823331,0.212243199,0.213381983,0.187966261,0.113473613,0.13350513,0.052739709,0.093683485,0.147844497,0.07455732,0.223293179,0.170416041
187-Feb-S7-M,2019-02-18,February,19-Feb,10:48:40 AM,10:52:42 AM,1550522920,1550523162,S5-M,14,187,5,Pycnocline,Rainy,Ebb,HL,Offshore-Back,NA,NA,21.28706725,-157.8314436,1980.492698,-0.0265,66.60024753,1681.24,1.580357143,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,31.43462631,3.945049,9.235779831,35.43897216,5.578962721,18.25379748,0.462940163,0.171222403,0.29171776,58.69122792,138.2181515,51.1845192,189.4026707,NA,NA,7.63,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14749881,0.611604405,4.161748686,1.509458707,0.204455574,0.206564463,0.180012791,0.101044936,0.099336575,0.045586094,0.089775633,0.141102121,0.070481337,0.215474311,0.16459523
188-Feb-S7-S,2019-02-18,February,19-Feb,11:13:30 AM,11:18:05 AM,1550524410,1550524685,S5-S,15,188,5,Surface,Rainy,Flood,HL,Back-Offshore,NA,NA,21.28706725,-157.8314436,1980.492698,-0.022625,38.68177294,1387.16,0.780188679,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,52.81374139,14.30896494,7.145672897,46.01713062,3.701799853,31.35910355,1.468209801,0.43313107,1.035078731,138.8033554,130.3080766,37.05029682,167.3583734,135.0822511,1.053695238,7.7,20.41,12.64767744,19.04252909,1006.382373,11.84059091,23.30219636,53.49580751,142.0927512,4.546968038,523.6103896,2.889023377,1.159535071,0.610104224,3.609614763,1.486235069,0.225507071,0.230386141,0.198688377,0.122106429,0.183559712,0.055537258,0.100810203,0.154986474,0.077953139,0.243771692,0.220131714
189-Feb-S5-B,2019-02-18,February,19-Feb,12:48:28 PM,12:56:00 PM,1550530108,1550530560,S6-B,16,189,6,Bottom,Rainy,Flood,HL,Back-Offshore,NA,NA,21.28296877,-157.8264322,1289.470327,0.1231875,47.76762858,1138.72,0.480555556,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,28.40510326,12.17190614,5.12829025,40.01427552,4.463850123,11.10490687,0.419995075,0.324626684,0.095368391,130.9299836,136.3863447,49.16251263,185.5488573,NA,NA,7.76,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.207522527,0.592030946,4.082500908,1.411907252,0.232485969,0.234167732,0.19392411,0.12449039,0.128803259,0.049115047,0.09980117,0.147681099,0.080667654,0.248375845,0.235086079
190-Feb-S5-M,2019-02-18,February,19-Feb,12:56:42 PM,1:00:38 PM,1550530602,1550530838,S6-M,17,190,6,Pycnocline,Rainy,Flood,HL,Back-Offshore,NA,NA,21.28296877,-157.8264322,1289.470327,0.13171875,23.40268653,1059.82,2.257407407,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,32.76535139,2.99212983,9.29908953,37.58029979,7.206372665,20.47413203,0.518886974,0.14161418,0.377272794,56.25055853,140.2997502,59.42617832,199.7259285,NA,NA,7.59,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.153704198,0.602174438,3.097158111,1.489865106,0.216952118,0.219697165,0.190427637,0.121565857,0.161757341,0.058489132,0.091213411,0.147339911,0.070365013,0.226310984,0.190464172
191-Feb-S5-S,2019-02-18,February,19-Feb,1:01:31 PM,1:02:00 PM,1550530891,1550530920,S6-S,18,191,6,Surface,Rainy,Flood,HL,Back-Offshore,NA,NA,21.28296877,-157.8264322,1289.470327,0.134625,22.52669896,444.44,0.204255319,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,15.82112859,9.440893778,2.806570786,32.50535332,2.677290154,3.573664026,0.396601822,0.308625833,0.087975989,185.8538971,120.8992506,40.73153819,161.6307888,NA,NA,7.77,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.147783701,0.564361348,5.201795823,1.420033102,0.228756274,0.221332339,0.192834537,0.104840517,0.077279435,0.040303252,0.098170575,0.146229273,0.073895056,0.24237812,0.181623403
192-Feb-S3-B,2019-02-18,February,19-Feb,12:28:19 PM,12:33:02 PM,1550528899,1550529182,S7-B,19,192,7,Bottom,Rainy,Flood,HL,Back-Offshore,NA,NA,21.27814786,-157.8208709,502.1222602,0.08165,27.30375497,1997.04,1.422105263,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,32.48050243,3.993501032,5.028413742,33.77587438,5.622924792,23.45858766,0.548633342,0.164972763,0.383660579,38.31353539,130.3913405,47.10742117,177.4987617,NA,NA,7.71,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.193177971,0.640907901,3.391662462,1.507017642,0.145933849,0.153034803,0.128258153,0.085896428,0.111714565,0.025972624,0.064163531,0.099905335,0.053981041,0.155287182,0.132951436
193-Feb-S3-M,2019-02-18,February,19-Feb,12:34:09 PM,12:36:31 PM,1550529249,1550529391,S7-M,20,193,7,Pycnocline,Rainy,Flood,HL,Back-Offshore,NA,NA,21.27814786,-157.8208709,502.1222602,0.092583333,17.61613186,1191.7,2.2085,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,22.93377262,3.318326784,5.998730383,33.3904354,5.502128743,13.61671545,0.336074858,0.172064553,0.164010305,33.28550352,128.143214,43.55560736,171.6988214,NA,NA,7.66,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.200546457,0.65390657,3.223825461,1.506844938,0.156980059,0.163372697,0.136081945,0.093815061,0.095645372,0.06099281,0.06606154,0.105891319,0.054141537,0.161659828,0.157056972
194-Feb-S3-S,2019-02-18,February,19-Feb,12:37:15 PM,12:39:45 PM,1550529435,1550529585,S7-S,21,194,7,Surface,Rainy,Flood,HL,Back-Offshore,NA,NA,21.27814786,-157.8208709,502.1222602,0.093583333,45.60966984,1945.12,0.704285714,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,35.7923005,9.524567721,6.02861147,50.94932191,5.114435494,20.23912131,0.550997291,0.399843981,0.15115331,139.1574421,125.5620316,63.18608332,188.7481149,NA,NA,7.65,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.210527942,0.638511162,3.147500843,1.456597931,0.1922672,0.199982848,0.165203,0.123427255,0.150168887,0.055482041,0.080916288,0.126148382,0.064368764,0.206663687,0.20402341
195-Feb-S1-B,2019-02-18,February,19-Feb,11:32:36 AM,11:36:40 AM,1550525556,1550525800,S8-B,22,195,8,Bottom,Rainy,Flood,HL,Back-Offshore,NA,NA,21.275267,-157.8179596,61.68452064,-0.001666667,40.09285476,2450.32,0.647794118,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,42.47509717,5.93061853,8.09920701,50.9350464,5.711552329,28.44527163,0.675695641,0.273477149,0.402218492,54.95814189,131.7235637,71.42044376,203.1440075,149.8640777,1.23255534,7.57,42.2,26.91978833,41.50723265,1016.803935,26.43847959,25.28079388,18.66406878,47.82028571,1.530249143,485.6359223,2.657379126,1.198142557,0.65370463,4.031548735,1.497262807,0.165179844,0.173838123,0.145089682,0.094129404,0.097156378,0.037186855,0.072002619,0.113852741,0.057868568,0.173888694,0.145449384
196-Feb-S1-M,2019-02-18,February,19-Feb,11:37:35 AM,11:40:56 AM,1550525855,1550526056,S8-M,23,196,8,Pycnocline,Rainy,Flood,HL,Back-Offshore,NA,NA,21.275267,-157.8179596,61.68452064,-0.001541667,180.4118752,1973.285714,0.570833333,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,64.23172291,18.52560598,9.742393863,69.99286224,3.841018941,35.96372307,0.476729869,0.476479635,0.000250234,93.24756565,208.4096586,70.47049714,278.8801557,110.5515152,0.756873333,7.51,33,20.81817873,23.39193069,1007.869688,14.27225495,24.57962624,42.57812179,110.7445064,3.543824205,540.7818182,2.993769091,1.216143843,0.656421255,3.77217163,1.500285014,0.166928531,0.176601747,0.145214522,0.103091192,0.100784167,0.040623715,0.072040687,0.113617799,0.05776896,0.176823187,0.188869482
197-Feb-S1-S,2019-02-18,February,19-Feb,11:41:30 AM,11:44:00 AM,1550526090,1550526240,S8-S,24,197,8,Surface,Rainy,Flood,HL,Back-Offshore,NA,NA,21.275267,-157.8179596,61.68452064,-0.000180556,313.8864473,916.244898,0.134166667,0.254,20.7772,21.4,26.7,0.44174208,0.595596693,115.1792123,85.18355478,4.652717072,111.8486795,2.43454918,25.34294045,1.380349668,0.73896451,0.641385158,174.5737048,102.7477102,48.14040814,150.8881183,94.825,0.5665825,7.52,18.34,10.94646616,18.69305629,1005.559242,11.18747351,24.57213245,56.7428547,147.4945641,4.719826051,452.05,2.452505,1.216294426,0.675730939,3.900349434,1.486418486,0.134478206,0.14192915,0.116689797,0.081587709,0.080196531,0.038840955,0.057075362,0.091192603,0.046640929,0.146443972,0.152383247
220-Mar-S17-B,2019-03-22,March,19-Mar,8:28:34 AM,8:29:23 AM,1553279314,1553279363,S1-B,1,220,1,Bottom,Rainy,Ebb,LL,Offshore-Back,7.970987415,182.40119,21.27647332,-157.8470929,4253.384983,0.1655,NA,213.714286,0.222988506,0,0.0508,25.2,29.4,0.156025568,0.160178699,6.232075372,0.247011176,0.116249705,5.269807281,0.846859155,5.868814491,0.282032515,0.043259919,0.238772596,1.303882308,94.58784346,18.41443153,113.002275,66.84615385,0.228038462,8.14,55.8,37.91062909,51.08431,1023.13597,34.31691,23.96036,101.2808947,266.5362895,8.529161263,72.74358974,0.138735897,1.541772161,1.001840514,0.395816296,1.55187942,0.007267607,0.010479151,0.006796822,0.03872389,0.078527586,0.03943969,0.004681502,0.005057772,0.003378853,0.009999982,0.03337612
221-Mar-S17-M,2019-03-22,March,19-Mar,8:31:18 AM,8:32:05 AM,1553279478,1553279525,S1-M,2,221,1,Pycnocline,Rainy,Ebb,LL,Offshore-Back,3.654330138,139.0394896,21.27636935,-157.8475096,4292.077109,0.158,NA,202.4,0.181132075,0,0.0508,25.2,29.4,0.156025568,0.160178699,5.611482691,0.293973724,0.07900068,4.605995717,0.862251257,5.238508287,0.264632543,0.037187573,0.22744497,2.846688867,102.4146545,17.71367391,120.1283284,64.34285714,0.197748571,8.16,55.5,37.6567559,51.10536458,1023.122167,34.31013542,23.98976042,101.0664324,265.8744324,8.507981838,72.22857143,0.135594286,1.930616959,1.26036898,0.23392187,1.643934964,0.008278003,0.012792423,0.00662608,0.059713201,0.117063685,0.05484025,0.002672753,0.00532003,0.002442276,0.009286348,0.080469547
222-Mar-S17-S,2019-03-22,March,19-Mar,8:34:12 AM,8:34:59 AM,1553279652,1553279699,S1-S,3,222,1,Surface,Rainy,Ebb,LL,Offshore-Back,0.279505291,105.1386875,21.27626596,-157.8480777,4342.269607,0.147,NA,175.285714,0.178614458,0,0.0508,25.2,29.4,0.156025568,0.160178699,7.51597006,0.519849562,0.046663614,5.362598144,1.277797573,6.949456884,0.275340218,0.048711732,0.226628486,3.534628841,87.59367194,24.56616335,112.1598353,64.7027027,0.202102703,8.12,55.3,37.51370115,50.76958511,1022.946394,34.07079787,23.97174468,97.66397297,256.8806216,8.220179892,83.97297297,0.207235135,1.397217276,0.868998096,0.594225319,1.729615375,0.012283146,0.016080869,0.011509211,0.040780662,0.080967576,0.036820925,0.005662617,0.009604912,0.004170091,0.014967741,0.031104321
